400,阿尔金断裂带,95,39,线状,断裂带,新生代,逆冲断层发育，断层带内构造角砾岩丰富,阿尔金断裂带是中国西北地区的重要构造带，由多条逆冲断层组成，对区域构造演化有重要意义。,1
355,阿尔山宝力格,133.12,62.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,阿尔山宝力格地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,1
341,阿尔山公社,119.23,55.78,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,阿尔山公社地区发育二叠纪海相沉积岩层，岩性以灰岩和泥灰岩为主，局部可见珊瑚礁遗迹，是研究古海洋环境的重要地区。,1
429,江西铅锌矿床,114,28,块状,金属矿床,中生代,铅锌矿床，矿石以方铅矿和闪锌矿为主,阿尔山公社地区发育二叠纪海相沉积岩层，岩性以灰岩和泥灰岩为主，局部可见珊瑚礁遗迹，是研究古海洋环境的重要地区。,0
479,桂林天坑,110,25,坑状,天坑,新生代,天坑发育良好，坑壁陡峭,阿尔山公社地区发育二叠纪海相沉积岩层，岩性以灰岩和泥灰岩为主，局部可见珊瑚礁遗迹，是研究古海洋环境的重要地区。,0
432,阿尔泰山冰川,88,47,线状,冰川,新生代,冰川发育良好，冰川地貌丰富,阿尔泰山冰川是新生代冰川，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,1
374,满洲里,152.23,72.12,不规则区域,断层,白垩纪,逆冲断层发育，断层带内构造角砾岩发育,阿尔泰山断裂带是中亚地区的重要构造带，由多条逆冲断层组成，对区域构造演化有重要意义。,0
345,贺斯格乌拉牧场,123.56,57.78,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,阿尔泰山断裂带是中亚地区的重要构造带，由多条逆冲断层组成，对区域构造演化有重要意义。,0
220,路井,115.89,37.45,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,阿尔泰山断裂带是中亚地区的重要构造带，由多条逆冲断层组成，对区域构造演化有重要意义。,0
57,克拉卡托火山,105,-6,锥状,火山,新生代,火山口保存完整，周围发育熔岩流,阿尔泰山断裂带是中亚地区的重要构造带，由多条逆冲断层组成，对区域构造演化有重要意义。,0
408,阿尔泰山断裂带,88,47,线状,断裂带,新生代,逆冲断层发育，断层带内构造角砾岩丰富,阿尔泰山断裂带是中亚地区的重要构造带，由多条逆冲断层组成，对区域构造演化有重要意义。,1
311,平遥,112.12,37.98,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,阿尔泰山脉是新生代山脉，由花岗岩和变质岩组成，山体陡峭，是研究区域构造演化的重要地区。,0
33,阿尔泰山脉,88,47,线状,山脉,新生代,山脉由花岗岩和变质岩组成，山体陡峭,阿尔泰山脉是新生代山脉，由花岗岩和变质岩组成，山体陡峭，是研究区域构造演化的重要地区。,1
198,阿根廷巴塔哥尼亚化石群,70,-45,层状,化石层,白垩纪,化石层发育良好，保存大量古生物化石,阿根廷巴塔哥尼亚化石群是白垩纪化石层，发育良好，保存大量古生物化石，是研究生命演化的重要地区。,1
341,阿尔山公社,119.23,55.78,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,阿拉格地区发育二叠纪褶皱构造，地层倾角变化明显，褶皱核部可见多期变形叠加，是研究区域构造演化的重要地区。,0
336,阿拉格,114.56,53.12,不规则区域,褶皱,二叠纪,发育多组褶皱构造，地层倾角变化大,阿拉格地区发育二叠纪褶皱构造，地层倾角变化明显，褶皱核部可见多期变形叠加，是研究区域构造演化的重要地区。,1
180,阿拉斯加冰川,148,60,线状,冰川,新生代,冰川发育良好，冰川地貌丰富,阿拉斯加冰川是新生代冰川，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,1
163,意大利埃特纳熔岩流,15,37,线状,熔岩流,新生代,熔岩流发育良好，流纹清晰,阿拉斯加冰川是新生代冰川，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,0
240,阿拉坦敖包,130.12,55.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,阿拉坦敖包地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,1
229,阿论功,119.98,44.12,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,阿论功地区发育二叠纪海相沉积岩层，岩性以灰岩和泥灰岩为主，局部可见珊瑚礁遗迹，是研究古海洋环境的重要地区。,1
202,波阳,116.83,28.73,线状,断层,三叠纪,高角度正断层，断层带内发育构造角砾岩,阿论功地区发育二叠纪海相沉积岩层，岩性以灰岩和泥灰岩为主，局部可见珊瑚礁遗迹，是研究古海洋环境的重要地区。,0
173,喜马拉雅山冰川,87,28,线状,冰川,新生代,冰川发育良好，冰川地貌丰富,阿论功地区发育二叠纪海相沉积岩层，岩性以灰岩和泥灰岩为主，局部可见珊瑚礁遗迹，是研究古海洋环境的重要地区。,0
383,新巴尔虎右旗,161.23,76.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,阿奇山地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,0
323,阿奇山,101.56,46.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,阿奇山地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,1
59,阿苏山火山,131,32,锥状,火山,新生代,火山口保存完整，周围发育熔岩流,阿苏山火山是新生代火山，火山口保存完整，周围发育熔岩流，是研究火山活动的重要地区。,1
420,大冶铜矿床,114,30,块状,金属矿床,古生代,铜矿床，矿石以黄铜矿为主,阿苏山火山是新生代火山，火山口保存完整，周围发育熔岩流，是研究火山活动的重要地区。,0
405,横断山脉断裂带,102,28,线状,断裂带,新生代,逆冲断层发育，断层带内构造角砾岩丰富,阿苏山火山是新生代火山，火山口保存完整，周围发育熔岩流，是研究火山活动的重要地区。,0
458,阿苏天池火山,131,32,锥状,火山,新生代,火山口保存完整，周围发育熔岩流,阿苏天池火山是新生代火山，火山口保存完整，周围发育熔岩流，是研究火山活动的重要地区。,1
56,埃特纳火山,15,37,盾状,火山,新生代,火山口保存完整，周围发育熔岩流,埃特纳火山是新生代火山，火山口保存完整，周围发育熔岩流，是研究火山活动的重要地区。,1
339,罕达盖牧场,117.45,54.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,埃特纳天池火山是新生代火山，火山口保存完整，周围发育熔岩流，是研究火山活动的重要地区。,0
455,埃特纳天池火山,15,37,盾状,火山,新生代,火山口保存完整，周围发育熔岩流,埃特纳天池火山是新生代火山，火山口保存完整，周围发育熔岩流，是研究火山活动的重要地区。,1
223,安北,113.56,42.12,线状,断层,三叠纪,高角度正断层，断层带内发育构造角砾岩,安北地区发育高角度正断层，断层带内构造角砾岩发育，断层两侧地层有明显错动，对区域构造运动有重要指示意义。,1
100,新西兰鲁阿佩胡火山口,175,-39,坑状,火山口,新生代,火山口保存完整，周围发育熔岩流,安第斯山冰川是新生代冰川，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,0
176,安第斯山冰川,70,-25,线状,冰川,新生代,冰川发育良好，冰川地貌丰富,安第斯山冰川是新生代冰川，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,1
434,安第斯山冰川,70,-25,线状,冰川,新生代,冰川发育良好，冰川地貌丰富,安第斯山冰川是新生代冰川，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,1
370,前好立保,148.12,70.12,不规则区域,断层,白垩纪,高角度正断层，断层带内发育构造角砾岩,安第斯山冰川遗迹是新生代冰川遗迹，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,0
237,临河县,127.56,52.12,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,安第斯山冰川遗迹是新生代冰川遗迹，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,0
236,三道桥,126.34,51.78,不规则区域,盆地,白垩纪,盆地沉积物丰富，岩性以砂岩和泥岩为主,安第斯山冰川遗迹是新生代冰川遗迹，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,0
151,美国大峡谷,112,36,峡谷状,峡谷,新生代,峡谷深切，发育多级阶地,安第斯山冰川遗迹是新生代冰川遗迹，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,0
73,广西岩溶塌陷,108,23,面状,地面塌陷,新生代,塌陷坑发育良好，地下水活动强烈,安第斯山冰川遗迹是新生代冰川遗迹，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,0
130,安第斯山冰川遗迹,70,-25,面状,冰川遗迹,新生代,冰川遗迹发育良好，冰川地貌丰富,安第斯山冰川遗迹是新生代冰川遗迹，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,1
5,安第斯山脉断裂带,70,-25,线状,断裂带,新生代,逆冲断层与褶皱构造发育，地层变形强烈,安第斯山脉断裂带是南美洲西部的重要构造带，由纳斯卡板块与南美板块碰撞形成，构造活动强烈。,1
321,烟墩,99.12,45.78,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,安第斯山脉是新生代山脉，由花岗岩和变质岩组成，山体陡峭，是研究区域构造演化的重要地区。,0
35,安第斯山脉,70,-25,线状,山脉,新生代,山脉由花岗岩和变质岩组成，山体陡峭,安第斯山脉是新生代山脉，由花岗岩和变质岩组成，山体陡峭，是研究区域构造演化的重要地区。,1
298,静乐,136.45,49.12,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,安西县地区发育白垩纪逆冲断层，断层带内构造角砾岩发育，断层两侧地层有明显挤压变形，对区域构造运动有重要指示意义。,0
495,菲律宾熔岩流,120,14,线状,熔岩流,新生代,熔岩流发育良好，流纹清晰,安西县地区发育白垩纪逆冲断层，断层带内构造角砾岩发育，断层两侧地层有明显挤压变形，对区域构造运动有重要指示意义。,0
334,安西县,112.12,52.12,不规则区域,断层,白垩纪,逆冲断层发育，断层带内构造角砾岩发育,安西县地区发育白垩纪逆冲断层，断层带内构造角砾岩发育，断层两侧地层有明显挤压变形，对区域构造运动有重要指示意义。,1
22,鞍山铁矿床,122,41,块状,金属矿床,古生代,铁矿床，矿石以磁铁矿为主,鞍山铁矿床是古生代铁矿床，矿石以磁铁矿为主，是中国重要的铁矿资源地。,1
325,喀拉塔格,103.23,47.78,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,鞍山铁矿床是古生代铁矿床，矿石以磁铁矿为主，是中国重要的铁矿资源地。,0
108,天山冲积扇,84,43,扇状,冲积扇,新生代,冲积扇沉积物丰富，岩性以砾石和砂土为主,鞍山铁矿床是古生代铁矿床，矿石以磁铁矿为主，是中国重要的铁矿资源地。,0
421,鞍山铜矿床,122,41,块状,金属矿床,古生代,铜矿床，矿石以黄铜矿为主,鞍山铜矿床是古生代铜矿床，矿石以黄铜矿为主，是中国重要的铜矿资源地。,1
273,碧口,111.23,36.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,鞍山铜矿床是古生代铜矿床，矿石以黄铜矿为主，是中国重要的铜矿资源地。,0
316,伊吾,94.12,43.23,不规则区域,褶皱,二叠纪,发育多组褶皱构造，地层倾角变化大,鞍山铜矿床是古生代铜矿床，矿石以黄铜矿为主，是中国重要的铜矿资源地。,0
195,澳大利亚埃迪卡拉化石群,136,-32,层状,化石层,寒武纪,化石层发育良好，保存大量古生物化石,澳大利亚埃迪卡拉化石群是寒武纪化石层，发育良好，保存大量古生物化石，是研究生命演化的重要地区。,1
473,汶川泥石流,103,31,线状,泥石流,新生代,泥石流发育频繁，沟谷堆积物丰富,澳大利亚埃迪卡拉化石群是寒武纪化石层，发育良好，保存大量古生物化石，是研究生命演化的重要地区。,0
152,澳大利亚大堡礁,148,-18,线状,海滩,新生代,海滩发育良好，珊瑚礁丰富,澳大利亚大堡礁是新生代海滩，发育良好，珊瑚礁丰富，是研究海洋生态的重要地区。,1
408,阿尔泰山断裂带,88,47,线状,断裂带,新生代,逆冲断层发育，断层带内构造角砾岩丰富,澳大利亚大堡礁是新生代海滩，发育良好，珊瑚礁丰富，是研究海洋生态的重要地区。,0
125,澳大利亚戈斯峭壁陨石坑,130,-20,坑状,陨石坑,新生代,陨石坑保存完整，周围发育撞击构造,澳大利亚戈斯峭壁陨石坑是新生代陨石坑，保存完整，周围发育撞击构造，是研究陨石撞击的重要地区。,1
183,澳大利亚戈斯峭壁陨石坑,130,-20,坑状,陨石坑,新生代,陨石坑保存完整，周围发育撞击构造,澳大利亚戈斯峭壁陨石坑是新生代陨石坑，保存完整，周围发育撞击构造，是研究陨石撞击的重要地区。,1
474,唐山泥石流,118,39,线状,泥石流,新生代,泥石流发育频繁，沟谷堆积物丰富,澳大利亚戈斯峭壁陨石坑是新生代陨石坑，保存完整，周围发育撞击构造，是研究陨石撞击的重要地区。,0
133,四川自贡恐龙化石层,104,29,层状,化石层,侏罗纪,化石层发育良好，保存大量恐龙化石,澳大利亚戈斯峭壁陨石坑是新生代陨石坑，保存完整，周围发育撞击构造，是研究陨石撞击的重要地区。,0
32,天山山脉,84,43,线状,山脉,新生代,山脉由花岗岩和变质岩组成，山体陡峭,澳大利亚戈斯峭壁陨石坑是新生代陨石坑，保存完整，周围发育撞击构造，是研究陨石撞击的重要地区。,0
390,上护林,168.45,80.12,不规则区域,断层,白垩纪,逆冲断层发育，断层带内构造角砾岩发育,澳大利亚昆士兰化石层是白垩纪化石层，发育良好，保存大量古生物化石，是研究生命演化的重要地区。,0
137,澳大利亚昆士兰化石层,149,-18,层状,化石层,白垩纪,化石层发育良好，保存大量古生物化石,澳大利亚昆士兰化石层是白垩纪化石层，发育良好，保存大量古生物化石，是研究生命演化的重要地区。,1
1,龙门山断裂带,103.5,31,线状,断裂带,新生代,逆冲断层发育，断层带内构造角砾岩丰富,澳大利亚昆士兰化石层是白垩纪化石层，发育良好，保存大量古生物化石，是研究生命演化的重要地区。,0
53,维苏威火山,14,40,锥状,火山,新生代,火山口保存完整，周围发育熔岩流,澳大利亚昆士兰化石层是白垩纪化石层，发育良好，保存大量古生物化石，是研究生命演化的重要地区。,0
121,巴林杰陨石坑,112,35,坑状,陨石坑,新生代,陨石坑保存完整，周围发育撞击构造,巴林杰陨石坑是新生代陨石坑，保存完整，周围发育撞击构造，是研究陨石撞击的重要地区。,1
378,西庙,156.45,74.12,不规则区域,断层,白垩纪,高角度正断层，断层带内发育构造角砾岩,巴西桑塔纳化石群是白垩纪化石层，发育良好，保存大量古生物化石，是研究生命演化的重要地区。,0
197,巴西桑塔纳化石群,45,-8,层状,化石层,白垩纪,化石层发育良好，保存大量古生物化石,巴西桑塔纳化石群是白垩纪化石层，发育良好，保存大量古生物化石，是研究生命演化的重要地区。,1
359,巴彦宝力格,137.23,64.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,巴彦宝力格地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,1
342,巴彦毛都,120.56,56.12,不规则区域,断层,白垩纪,逆冲断层发育，断层带内构造角砾岩发育,巴彦毛都地区发育白垩纪逆冲断层，断层带内构造角砾岩发育，断层两侧地层有明显挤压变形，对区域构造运动有重要指示意义。,1
384,巴彦塔拉,162.45,77.12,不规则区域,褶皱,二叠纪,发育多组褶皱构造，地层倾角变化大,巴彦塔拉地区发育二叠纪褶皱构造，地层倾角变化明显，褶皱核部可见多期变形叠加，是研究区域构造演化的重要地区。,1
185,俄罗斯波皮盖陨石坑,93,63,坑状,陨石坑,古生代,陨石坑保存完整，周围发育撞击构造,巴彦塔拉地区发育二叠纪褶皱构造，地层倾角变化明显，褶皱核部可见多期变形叠加，是研究区域构造演化的重要地区。,0
130,安第斯山冰川遗迹,70,-25,面状,冰川遗迹,新生代,冰川遗迹发育良好，冰川地貌丰富,巴彦塔拉地区发育二叠纪褶皱构造，地层倾角变化明显，褶皱核部可见多期变形叠加，是研究区域构造演化的重要地区。,0
239,库乃头喇嘛庙,129.98,54.12,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,巴音布日德牧场地区发育高角度正断层，断层带内构造角砾岩发育，断层两侧地层有明显错动，对区域构造运动有重要指示意义。,0
287,陵川,125.78,43.78,不规则区域,褶皱,二叠纪,复式褶皱发育，褶皱核部地层变形强烈,巴音布日德牧场地区发育高角度正断层，断层带内构造角砾岩发育，断层两侧地层有明显错动，对区域构造运动有重要指示意义。,0
338,巴音布日德牧场,116.23,54.12,不规则区域,断层,白垩纪,高角度正断层，断层带内发育构造角砾岩,巴音布日德牧场地区发育高角度正断层，断层带内构造角砾岩发育，断层两侧地层有明显错动，对区域构造运动有重要指示意义。,1
225,巴音杭盖,115.98,40.12,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,巴音杭盖地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,1
302,横山,109.87,38.45,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,巴音杭盖地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,0
352,巴音图嘎,130.12,61.12,不规则区域,褶皱,二叠纪,发育多组褶皱构造，地层倾角变化大,巴音图嘎地区发育二叠纪褶皱构造，地层倾角变化明显，褶皱核部可见多期变形叠加，是研究区域构造演化的重要地区。,1
402,秦岭褶皱带,109,34,带状,褶皱,新生代,发育多组复式褶皱，地层倾角变化大,巴音图嘎地区发育二叠纪褶皱构造，地层倾角变化明显，褶皱核部可见多期变形叠加，是研究区域构造演化的重要地区。,0
492,冰岛熔岩流,19,63,线状,熔岩流,新生代,熔岩流发育良好，流纹清晰,巴音图嘎地区发育二叠纪褶皱构造，地层倾角变化明显，褶皱核部可见多期变形叠加，是研究区域构造演化的重要地区。,0
396,太平沟公社,174.45,83.12,不规则区域,褶皱,二叠纪,发育多组褶皱构造，地层倾角变化大,巴音温都尔公社地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,0
230,巴音温都尔公社,120.12,45.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,巴音温都尔公社地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,1
87,斯洛文尼亚波斯托伊纳溶洞,14,45,洞穴状,溶洞,新生代,溶洞发育良好，钟乳石和石笋丰富,巴音温都尔公社地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,0
394,白桦林场,172.12,82.12,不规则区域,断层,白垩纪,高角度正断层，断层带内发育构造角砾岩,白桦林场地区发育高角度正断层，断层带内构造角砾岩发育，断层两侧地层有明显错动，对区域构造运动有重要指示意义。,1
18,华山花岗岩体,110,34,块状,岩体,中生代,花岗岩岩体，岩体呈穹状产出,白桦林场地区发育高角度正断层，断层带内构造角砾岩发育，断层两侧地层有明显错动，对区域构造运动有重要指示意义。,0
362,白塔子庙,140.23,66.12,不规则区域,断层,白垩纪,高角度正断层，断层带内发育构造角砾岩,白塔子庙地区发育高角度正断层，断层带内构造角砾岩发育，断层两侧地层有明显错动，对区域构造运动有重要指示意义。,1
349,宝力格,127.12,59.78,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,宝力格地区发育二叠纪海相沉积岩层，岩性以灰岩和泥灰岩为主，局部可见珊瑚礁遗迹，是研究古海洋环境的重要地区。,1
285,侯马,123.23,42.78,不规则区域,断层,白垩纪,高角度正断层，断层带内发育构造角砾岩,宝力格地区发育二叠纪海相沉积岩层，岩性以灰岩和泥灰岩为主，局部可见珊瑚礁遗迹，是研究古海洋环境的重要地区。,0
395,北沟,173.23,82.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,北沟地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,1
291,神木,129.78,45.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,北沟地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,0
155,北美尼亚加拉瀑布,79,43,线状,瀑布,新生代,瀑布落差大，水流湍急,北美尼亚加拉瀑布是新生代瀑布，落差大，水流湍急，是研究河流地貌演化的重要地区。,1
160,北美五大湖区,80,45,湖群状,湖群,新生代,湖群发育良好，水质良好,北美五大湖区是新生代湖群，发育良好，水质良好，是研究湖泊生态的重要地区。,1
337,贝尔湖,115.12,53.78,不规则区域,岩层,二叠纪,海相沉积岩层，岩性以灰岩和泥灰岩为主,贝尔湖地区发育二叠纪海相沉积岩层，岩性以灰岩和泥灰岩为主，局部可见珊瑚礁遗迹，是研究古海洋环境的重要地区。,1
21,大冶铁矿床,114,30,块状,金属矿床,古生代,铁矿床，矿石以磁铁矿为主,贝尔湖地区发育二叠纪海相沉积岩层，岩性以灰岩和泥灰岩为主，局部可见珊瑚礁遗迹，是研究古海洋环境的重要地区。,0
371,贝尔卡,149.23,70.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,贝尔卡地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,1
162,冰岛埃亚菲亚德拉熔岩流,19,63,线状,熔岩流,新生代,熔岩流发育良好，流纹清晰,贝尔卡地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,0
142,贝加尔湖裂谷,108,53,线状,裂谷,新生代,裂谷发育良好，湖水富含矿物质,贝加尔湖裂谷是新生代裂谷，发育良好，湖水富含矿物质，是研究裂谷演化的重要地区。,1
96,印度尼西亚克拉卡托火山口,105,-6,坑状,火山口,新生代,火山口保存完整，周围发育熔岩流,贝加尔湖裂谷是新生代裂谷，发育良好，湖水富含矿物质，是研究裂谷演化的重要地区。,0
446,澜沧江上游河谷,99,26,线状,河谷,新生代,河谷深切，发育多级阶地,贝加尔湖裂谷是新生代裂谷，发育良好，湖水富含矿物质，是研究裂谷演化的重要地区。,0
407,天山断裂带,84,43,线状,断裂带,新生代,逆冲断层发育，断层带内构造角砾岩丰富,贝加尔湖裂谷是新生代裂谷，发育良好，湖水富含矿物质，是研究裂谷演化的重要地区。,0
127,阿尔卑斯山冰川遗迹,10,45,面状,冰川遗迹,新生代,冰川遗迹发育良好，冰川地貌丰富,贝加尔湖裂谷是新生代裂谷，发育良好，湖水富含矿物质，是研究裂谷演化的重要地区。,0
193,德国索伦霍芬石灰岩,10,48,层状,化石层,侏罗纪,化石层发育良好，保存大量古生物化石,贝加尔湖裂谷是新生代裂谷，发育良好，湖水富含矿物质，是研究裂谷演化的重要地区。,0
273,碧口,111.23,36.78,不规则区域,岩体,白垩纪,花岗岩岩体，岩体呈穹状产出,碧口地区发育白垩纪花岗岩岩体，岩体呈穹状产出，内部结构复杂，可见多期岩浆侵入的证据。,1
288,彬县,126.12,44.12,不规则区域,岩脉,三叠纪,辉绿岩岩脉，岩脉呈脉状产出,彬县地区发育三叠纪辉绿岩岩脉，岩脉呈脉状产出，与围岩接触带可见热变质现象，对区域岩浆活动有重要指示意义。,1
132,贵州关岭化石层,106,26,层状,化石层,三叠纪,化石层发育良好，保存大量古生物化石,彬县地区发育三叠纪辉绿岩岩脉，岩脉呈脉状产出，与围岩接触带可见热变质现象，对区域岩浆活动有重要指示意义。,0
94,冰岛埃亚菲亚德拉火山口,19,63,坑状,火山口,新生代,火山口保存完整，周围发育熔岩流,冰岛埃亚菲亚德拉火山口是新生代火山口，保存完整，周围发育熔岩流，是研究火山活动的重要地区。,1
326,图兹雷克,104.56,48.12,不规则区域,断层,白垩纪,逆冲断层发育，断层带内构造角砾岩发育,冰岛埃亚菲亚德拉熔岩流是新生代熔岩流，发育良好，流纹清晰，是研究火山活动的重要地区。,0
162,冰岛埃亚菲亚德拉熔岩流,19,63,线状,熔岩流,新生代,熔岩流发育良好，流纹清晰,冰岛埃亚菲亚德拉熔岩流是新生代熔岩流，发育良好，流纹清晰，是研究火山活动的重要地区。,1
178,冰岛冰川,20,65,线状,冰川,新生代,冰川发育良好，冰川地貌丰富,冰岛冰川是新生代冰川，发育良好，冰川地貌丰富，是研究冰川作用的重要地区。,1
247,临海,121.12,28.78,不规则区域,断层,三叠纪,高角度正断层，断层带内发育构造角砾岩,冰岛大西洋中脊是新生代中脊，发育良好，火山活动频繁，是研究板块构造的重要地区。,0
336,阿拉格,114.56,53.12,不规则区域,褶皱,二叠纪,发育多组褶皱构造，地层倾角变化大,冰岛大西洋中脊是新生代中脊，发育良好，火山活动频繁，是研究板块构造的重要地区。,0
188,印度洛纳尔陨石坑,75,19,坑状,陨石坑,新生代,陨石坑保存完整，周围发育撞击构造,冰岛大西洋中脊是新生代中脊，发育良好，火山活动频繁，是研究板块构造的重要地区。,0
145,冰岛大西洋中脊,20,65,线状,中脊,新生代,中脊发育良好，火山活动频繁,冰岛大西洋中脊是新生代中脊，发育良好，火山活动频繁，是研究板块构造的重要地区。,1
411,松辽盆地泥岩层,125,45,面状,岩层,中生代,海相沉积岩层，岩性以泥岩为主,冰岛蓝湖地下水体是新生代地下水体，丰富且水质良好，是研究地下水循环的重要地区。,0
